Tweet,Label
yea im scared,fear
"RT @Twitter-handle: No matter his age, a good father will always fight to lift his son up! URL",happiness
RT @Twitter-handle: “All masculinity is toxic.” Until bad things happen. Then it’s the most important thing in the world.,anger
ez claim 🤖,neutral
@Twitter-handle: Same for you ♥️,happiness
@Twitter-handle: Big daddy's suit from bioshock URL,neutral
"RT @Twitter-handle: After reading the FBI FD-1023 form, the American people should know it also stipulates that according to the confident…",neutral
"I know it's awkward to discuss, but traditional commuter rail encourages sprawl. URL",neutral
RT @Twitter-handle: Definitely agree💯💯💯 URL,neutral
Xsara you'll love this if you ever see this haha URL,neutral
@Twitter-handle: It’s beyond ridiculous how the left goes on and on.,anger
RT @Twitter-handle: @Twitter-handle: I vote #RM as #ArtistaAsiatico at the #SECAwards,neutral
RT @Twitter-handle: The Toronto division of the Canadian Broadcasting Corporation hosted a televised debate for Toronto’s leading mayoral…,neutral
RT @Twitter-handle: It's been a year since this OT7 live 💜 URL,neutral
Get the best gaming gear with a free $100 PlayStation Gift Card. Visit our website to claim yours today. 🎁 Here :… URL,neutral
"RT @Twitter-handle: 🥟: our baby i’m sorry sorry~ 🥟: our son (kor). MY SON! 🐱: aw you eating well, our baby~ URL",happiness
@Twitter-handle: @Twitter-handle: baby HI,neutral
"RT @Twitter-handle: 🥳 Vote Coin X CryptoTech Big #Airdrop 🏆 Prize Pool »» $200 $USDT ✅ Follow @Twitter-handle: ✅ Like, RT and Tag 3 Friends ✅…",happiness
"At 3 PM ET, Jack Smith will hold a presser.",neutral
RT @Twitter-handle: Hey y’all I’m bout to be roasting SINGAL the video that I’m bout to record the video uploads TOMRROW Featuring @Twitter-handle:,neutral
@Twitter-handle: @Twitter-handle: Biggest prob with cong is corruption...,anger
"RT @Twitter-handle: Doan on joining the #Leafs: ""One of the premier sports franchises in the world and (that chance) doesn't come along ver…",happiness
[LRT] Funny you see.... Uhhh nevermind.,neutral
RT @Twitter-handle: First he takes your legs …….,fear
"RT @Twitter-handle: Rhode Island catholic priest, James Jackson, has pled guilty to possession of child sexual abuse materials, ahead of h…",disgust
RT @Twitter-handle: Namjoon: Instagram Suga: instgram Hoseok : Instagram Taehyung: Instagram Jimin : Weverse Jin : Weverse Jungkook: Jeon,neutral
"RT @Twitter-handle: Convergers, As you know, we opened our discord to everyone.🛰 For the occasion, we're offering 2 cvgPepes to our be…",happiness
RT @Twitter-handle: Best in black🖤 URL,neutral
Guys I drove past the highway hogs this morning URL,neutral
RT @Twitter-handle: WHY IS HE STANDINMG LIKE THAT URL,neutral
RT @Twitter-handle: i love you 🥺 URL,happiness
@Twitter-handle: That menace is only a menace to the people he thinks he can handle.,anger
"RT @Twitter-handle: Gujarat: One Ahmad Mohammad arrested in Navsari for selling beef samosas calling them chicken and mutton samosas, meat sup…",disgust
RT @Twitter-handle: College boy @Twitter-handle: 🔥🦁 URL,neutral
"RT @Twitter-handle: ""I would say there probably isn't a month that goes by that I don't see a complaint where I say we should be investigatin…",anger
"RT @Twitter-handle: The Ethiopian gov't &amp; its allies exacerbated these harms throughout the conflict, by encircling &amp; laying siege to #Tigray,…",anger
RT @Twitter-handle: DON’T FORGET TO RECITE SURATUL KAHF.,neutral
RT @Twitter-handle: It took Hitler a few years to go full Nazi when he ruled Germany. The truly bad stuff didn’t happen right away. He a…,anger
"RT @Twitter-handle: Ya Allah, don’t keep my heart waiting for something that will never come.",sadness
@Twitter-handle: I don’t post them at all,neutral
@Twitter-handle: @Twitter-handle: CONGRATULATIONS J HOPE,happiness
@Twitter-handle: The celebs,neutral
RT @Twitter-handle: Going live on twitch with @Twitter-handle: at the @Twitter-handle: esports stage in 10 min. Come check it out or be square. That’s how…,happiness
RT @Twitter-handle: assured #BOYCOTTEBxAPTxGMA822,neutral
@Twitter-handle: is it lion king so true of you,neutral
RT @Twitter-handle: The next government must reform the system completely. This one is terminally discredited.,anger
"RT @Twitter-handle: When israeli soldiers take a shot, they kneel down, take aim; it’s never random; the shot is always precise: it’s always…",anger
RT @Twitter-handle: I had a friend in high school who had 3 babies before 20. She wanted her tubes tied while they were giving her her 3rd C-…,anger
@Twitter-handle: Ooh very cute,happiness
@Twitter-handle: Aunty g dm he dekh lou,neutral
RT @Twitter-handle: im so mad rn son i could throw a boat at this ho head,anger
@Twitter-handle: @Twitter-handle: @Twitter-handle: Why would he be open to learn after all this?,neutral
@Twitter-handle: @Twitter-handle: Any wallet with wrapped flare is eligible I do believe.,neutral
RT @Twitter-handle: “i wouldn’t marry “i’d marry you me either” w paper rings” URL,neutral
RT @Twitter-handle: I literally don’t have an ex. Like i’ve literally never dated anyone before,neutral
RT @Twitter-handle: “I’m not honest at all. I always run away” URL,sadness
@Twitter-handle: Done URL,neutral
@Twitter-handle: @Twitter-handle: @Twitter-handle: @Twitter-handle: @Twitter-handle: i followed you man you deserve it,happiness
Justin should do more covers of songs like he used to. His voice elevates everything,happiness
RT @Twitter-handle: reserve PTs found dead in Miami URL,neutral
"@Twitter-handle: Stay weird, Geert. URL",neutral
@Twitter-handle: @Twitter-handle: Not wrong…,neutral
"@Twitter-handle: Bro be alright, take a good rest . Hope you'll be better soon ...waiting for your songs . ig you overw… URL",neutral
RT @Twitter-handle: Apple Music Japan #70. Take Two (+30) *NEW PEAK*,neutral
The thoughts I have everytime I see this gif are not allowed to people under 18. URL,neutral
RT @Twitter-handle: I vote #RM for #ArtistaAsiatico at #SECAwards,neutral
RT @Twitter-handle: GETTING FOOD THEN STREAMING! WE WILL BE PLAYING A GAME WHERE I HAVE TO SOCIALIZE! OH GOD!,fear
"RT @Twitter-handle: Countries worldwide, Norway to the UK, are recognizing the irreversible damage being done to children. You’re on the w…",anger
@Twitter-handle: @Twitter-handle: Laporte is a better footballer but it’s night and day when it comes to defending,anger
RT @Twitter-handle: My latest post on the @Twitter-handle: Drama Club Blog is a very long answer to recent discourse on historical escapism vs. fantas…,neutral
"RT @Twitter-handle: JS Okutepa SAN , Rejected Being in Tinubu’s Legal Team But Accepted Being in Obi’s A Man Who Not Only Know His Onions B…",anger
stupid bitch,anger
"@Twitter-handle: Sanusi, go outside and touch the grass dear",happiness
PLS LET IT HAPPEN URL URL,neutral
"RT @Twitter-handle: Live ump45 reaction on beepo new skin and this doodle marks the end of my comms waves for the months, will be back openin…",neutral
@Twitter-handle: @Twitter-handle: @Twitter-handle: it is one coin you need to learn about. There is no team or community like it… URL,neutral
@Twitter-handle: Says our effen #TexasSeditionist @Twitter-handle:,anger
@Twitter-handle: I don’t even know what’s going on with Hannie either 😭,sadness
"RT @Twitter-handle: Can honestly say it's been an honor to cover this FSU softball program, and Team 40 is as special as it gets. Here's my c…",happiness
RT @Twitter-handle: And guys please be nice to this guy …. Don’t be like George 🤦🏾‍♂️ URL,neutral
RT @Twitter-handle: ‘Take Two’ by BTS makes history as it becomes the fastest song by a Korean act to hit #1 on US iTunes. URL,happiness
RT @Twitter-handle: 📊BTS #TakeTwo has reached #1 in 90 countries on iTunes *so far* URL,happiness
RT @Twitter-handle: Everybody got a check until its time to pay for something,anger
"@Twitter-handle: If I was a Reds fan…I’d be ALL over that! Thankfully, I’m not tho 😂 URL",happiness
No no no drinking fountains like France they look like vending machine or fountain drinks put ur water bottle under… URL,neutral
"Things are in change, in all the year round, what's more, people's hearts and feelings?",neutral
"RT @Twitter-handle: This genuinely makes me feel sick. We have become a parody of a country. These people have done nothing, NOTHING of note at al…",disgust
RT @Twitter-handle: .@BTS_twt “Take Two” debuts at #27 on Melon 24Hits (partial day tracking) URL,neutral
@Twitter-handle: @Twitter-handle: @Twitter-handle: You’re right! But I couldn’t fit all of that into a tweet 😄.,happiness
"RT @Twitter-handle: At least 23 people have been killed across the country since violence erupted on June 1st, says Amnesty International, a…",sadness
RT @Twitter-handle: I’ve come to dread summer; the thunderstorms and accompanying rain promised have melted away. Another drought year I fe…,sadness
RT @Twitter-handle: discord removing access for permanent invites unless you're a community server oh fuck OFF why is every company doublin…,anger
@Twitter-handle: Instead of advising you he blocked you naye sente 😂,happiness
"RT @Twitter-handle: this specific clip on jccng has me on chokehold. If I were sn, I would've been on my knees URL",fear
gay people like anything URL,neutral
@Twitter-handle: @Twitter-handle: @Twitter-handle: @Twitter-handle: @Twitter-handle: @Twitter-handle: @Twitter-handle: I mean other than the post up… URL,neutral
RT @Twitter-handle: al khelaifi taking off his sheikh jassim mask when the deal gets done URL,neutral
RT @Twitter-handle: STOCK ALERT: Tesla shares are on track Friday to post their largest daily gain in more than two months URL,happiness
RT @Twitter-handle: Take Two has surpassed 20k shazams! We completed our 24 hour goal in 13 hours keep shazaming let's let's for 30k or more!…,happiness
"RT @Twitter-handle: already did my best,entahla redha",neutral
RT @Twitter-handle: He put his bag down to go throw something in the trash and was accused of stealing his own bag when he returned to it.…,anger
"🇹🇭 | if I want to change my status from fan to boyfriend, will you allow it? Check Out the Official Poster of ""… URL",neutral
RT @Twitter-handle: Fk it 🏄‍♂️ Tweet With $doland and tell what do you like about us To win 1.000.000 $DOLAND (supply is just 1B so it’s…,neutral
@Twitter-handle: what’s a art trade again,neutral
RT @Twitter-handle: 🗳 GIVEAWAY (IDOL CHAMP) 201 CHAMSIMS PRE-VOTING SHOW CHAMPION RULES: -Must like and rt -rt pinned tweet -must follow me…,neutral
RT @Twitter-handle: Typa women I’d be wasting my money on if I was Zion. God really blessed the wrong niggas,disgust
@Twitter-handle: You’re basically talking about HIPs which we had and the government got rid of,anger
RT @Twitter-handle: Hey Sheeshans! I have some really great news for you😍😱 $MSHEESHA is now listed on @Twitter-handle: Let's show them some sup…,happiness
@Twitter-handle: Yes dear 👄👄👄👄👄👄,happiness
RT @Twitter-handle: Most searched boyband members in US according to Google searches between January 2020-March 2023 (D1SoftballNews) One Dire…,neutral
RT @Twitter-handle: 💰$100 Giveaway💰 ✅Retweet ✅Watch todays video (proof) 🔥URL ⏱️Rolling in 3 days URL,neutral
@Twitter-handle: GM schloppy! Same here 🧡💙,happiness
RT @Twitter-handle: 🚨 The $LOYAL #Airdrop is live! CLAIM YOUR TOKENS NOW 👇 🔗 URL 🎁 #usdt #SEC #DOGE $PSYOP $xrp #bull…,neutral
@Twitter-handle: These were not classified docs. Reading is your friend,neutral
This is it. The apocalypse 💔💔,fear
@Twitter-handle: 👍 Way to make your point. No beating around the bush with you. Love it!,happiness
RT @Twitter-handle: Jamal Williams giving heavy Ed Reed hype speech vibes with this one URL,neutral
@Twitter-handle: @Twitter-handle: fav song??,neutral
@Twitter-handle: @Twitter-handle: She is.,neutral
"RT @Twitter-handle: Fellas, a part of protecting your woman is also protecting her dignity…",neutral
"I introduce, Fanny Trellis Skeffington URL",neutral
#MoveForward! #WeCan provides opportunities for Personal Development! Information sessions in June:… URL,neutral
@Twitter-handle: very good indeed. 👍,happiness
RT @Twitter-handle: for old times' sake URL,neutral
"RT @Twitter-handle: if this is sabotage, give me more of the sabotage 😭❤️ URL",happiness
"@Twitter-handle: @Twitter-handle: riiiiiiiiiiiiiiiiiiiiiiight. Peers in DC, which is almost 100% democrat.",neutral
@Twitter-handle: @Twitter-handle: ok...not into that shit,disgust
@Twitter-handle: Lucky them,neutral
RT @Twitter-handle: Takeoff’s mother sues Bowling Alley where he was killed 🙏 URL,sadness
"Alua? Onlyfans? Ismygirl? Twitter Alter? Bigo Live? We have here! Clips that are never been released in public, we… URL",neutral
"I did have a half theory when I started watching that colin would betray the party, and I will bring it back... URL",neutral
resumed Chang， the Taoist， 437565,neutral
@Twitter-handle: Rome URL,neutral
@Twitter-handle: Nah cruise 🤣,happiness
@Twitter-handle: @Twitter-handle: Hi! I’m selling it by its original price which was 104€,neutral
RT @Twitter-handle: She likes the new outfit URL,neutral
Fold Out CUBE Futon Single Guest Bed Z Chair Bed Folding Mattress Sofa Bed RED URL,neutral
RT @Twitter-handle: Rashford at 19. Grealish at 19 URL,neutral
RT @Twitter-handle: he was insane for this URL,neutral
That's why Im in $MUTE People will understand soon or later... URL,neutral
"@Twitter-handle: ""Don't Go Chasing Waterfalls""...I'm comin' out swinging...🤬🤬🤬🤬",anger
"RT @Twitter-handle: 📣 Open Call! We're looking for you! Establish a local City #HackNode supporting the #NEAR #MetaBUIDL Hackathon series,…",neutral
"@Twitter-handle: @Twitter-handle: Great, now I want Boba Juno",happiness
"#RAC are really doing us proud……… I say that sarcastically! After leaving my partner, 4 kids and a cancer patient s… URL",anger
RT @Twitter-handle: @Twitter-handle: @Twitter-handle: Let’s goooooo……..,happiness
RT @Twitter-handle: Russians committed one more crime against humanity URL,neutral
RT @Twitter-handle: “I wouldn’t marry “I’d marry you me either” with paper rings” URL,neutral
RT @Twitter-handle: Carly and Freddie finally get together in the latest episode of the ‘iCarly’ revival. URL,happiness
Who on Call of Duty?,neutral
@Twitter-handle: pow mi,neutral
@Twitter-handle: Apologies for the inconvenience. We know that a stable connection is crucial for a seamless experie… URL,neutral
@Twitter-handle: Plastic RINO,disgust
Primary teachers (please retweet) do you check who's booked onto school dinners or allow children time to book thei… URL,neutral
"@Twitter-handle: @Twitter-handle: No, gender aka sex is ""assigned"" at conception and can be verified by a blood test as early… URL",neutral
"@Twitter-handle: @Twitter-handle: From Indian, coloured black and white I love all my South African people 🇿🇦💪❤️",happiness
@Twitter-handle: @Twitter-handle: @Twitter-handle: @Twitter-handle: @Twitter-handle: @Twitter-handle: @Twitter-handle: U SAY IF U DONT SEE IT… URL,neutral
@Twitter-handle: @Twitter-handle: @Twitter-handle: He hit you with an Instagram post... I bet you can't top that. URL,anger
RT @Twitter-handle: mind you harley would kill for barbie,anger
@Twitter-handle: @Twitter-handle: If you end up getting some I will buy two from you !! My sister and I are already here a… URL,neutral
@Twitter-handle: @Twitter-handle: I vote #V from #BTS for #TOP100KPOPVOCALISTS @Twitter-handle: 3,neutral
RT @Twitter-handle: .🚨#T4MAGAt #A06093 🚨 WatchThisViral🎥⤵️ #IndictTrump URL #reJB #reDJT #reDOJ #reFBI ✅Note2myself: T…,anger
"RT @Twitter-handle: Greenpeace co-founder, Dr. Patrick Moore: ""The scientific method has not been applied in such a way as to prove that…",anger
Yennefer ran as fast as she could. She didn't know which way she was going but she refused to stop. She turned aro… URL,neutral
@Twitter-handle: They do this in China and Communist countries! And looks like you support it!,anger
RT @Twitter-handle: Jack Smith is not a communist nor is he working to help Biden win re-election. He has earned our respect by upholding th…,neutral
Inject😂😂😂😂😂😂 URL,happiness
@Twitter-handle: @Twitter-handle: @Twitter-handle: Our so called CM do not have 1 min for national song. Now he has pl… URL,anger
@Twitter-handle: Beautiful ❤️,happiness
Don’t you just love weekends? Time to relax and be taken care of while sipping a glass of Kubanah Whisky . .… URL,happiness
@Twitter-handle: @Twitter-handle: @Twitter-handle: @Twitter-handle: driness is the issue tbh,sadness
@Twitter-handle: @Twitter-handle: are you still predicting a 155bps pause by the RBA ?,neutral
RT @Twitter-handle: When Persona 3 Reload is real … URL,neutral
RT @Twitter-handle: Joe Biden did not indict Donald Trump. The Democratic Party did not indict Donald Trump. No politician indicted Donald…,anger
@Twitter-handle: @Twitter-handle: If you read history books you would know that towards the end this was no longer the case.,neutral
"A Mystery??? BS! Tell it to all those that died, let alone, all those that had permanent injuries. VAX JAB facts… URL",anger
"@Twitter-handle: @Twitter-handle: @Twitter-handle: @Twitter-handle: Kids go to school for 13+ YEARS, so yes not wanting your kids to spen… URL",anger
"@Twitter-handle: @Twitter-handle: @Twitter-handle: @Twitter-handle: @Twitter-handle: @Twitter-handle: Okay, cool, I'm not, but hey, glad to… URL",neutral
RT @Twitter-handle: 📊J-hope #OnTheStreet has surpassed +100M streams on Spotify! URL,happiness
"RT @Twitter-handle: Biden claims he ran for president when he was vice president, which is definitely not true: ""I'd run while I was vice pre…",anger
"RT @Twitter-handle: Tusimbudddee!!!🥳🥳 Venue, check ✅️ Sound, check✅️ Lighting, check✅️ Vibes, check✅️ Food, almost already🤪 Drinks, getting…",happiness
RT @Twitter-handle: MORE TAYLOR IN BRAZIL URL,neutral
RT @Twitter-handle: 230603 TDS2 in Seoul don't call me angel✨ #해찬 #HAECHAN URL,neutral
thanks #AIPAD🤖!,happiness
@Twitter-handle: @Twitter-handle: MY MAN &lt;3,happiness
RT @Twitter-handle: President Biden just gave the perfect response to the Trump indictment: “I have no comment at all.” It’s so refreshing t…,happiness
@Twitter-handle: Don't do anything. Everything you touch gets Fu**ed up.,anger
"RT @Twitter-handle: .@Latto &amp; @Twitter-handle: “Put It On Da Floor Again” is now aiming for a top 20 debut on the Billboard Hot 100, with a ch…",happiness
RT @Twitter-handle: @Twitter-handle: the ocean is scary! URL,fear
@Twitter-handle: Love the bandana!,happiness
RT @Twitter-handle: He is truly a racist🫣,anger
"1.5 weeks in Malta left. Loved every minute, but my god am I looking forward to getting home 🙏🏻 URL",happiness
@Twitter-handle: @Twitter-handle: @Twitter-handle: @Twitter-handle: @Twitter-handle: @Twitter-handle: @Twitter-handle: @Twitter-handle: @Twitter-handle: URL,neutral
"RT @Twitter-handle: 📈 Believing in crypto's ability to spur economic growth, Africa &amp; El Salvador use Bitcoin as legal tender. 🏦 Have you joined the…",happiness
RT @Twitter-handle: R.I.P Anvil Square 2022-2023🪦 Collapsed into underground URL,neutral
"RT @Twitter-handle: Hey everyone, I have been made aware of a service in Tennessee for emergency name and gender change services. Starting…",neutral
@Twitter-handle: Lol giving them away at this point,happiness
RT @Twitter-handle: All these @Twitter-handle: movies are Disaster Worldwide Why special mention for kerala 😂😂😂 URL,disgust
RT @Twitter-handle: The Show is out! URL,neutral
RT @Twitter-handle: Farmers will be increasingly forced off their land. All this will add up to a coming famine the likes of which has never…,fear
@Twitter-handle: ✨ Hello @Twitter-handle: your download link is ready URL,neutral
@Twitter-handle: Then why pray tell are Democrats riding roughshod over laws and the Constitution?,anger
RT @Twitter-handle: #AcrossTheSpiderVerse had to draw the best Spider-Man w/ Mayday URL,neutral
@Twitter-handle: she liked tweet like this shit a joke vro,disgust
RT @Twitter-handle: Liam we sick of you complaining about thomas as well. Hopefully #Thope will get hot and heavy in rome and you walk in.#B…,anger
"RT @Twitter-handle: Best of luck to Be Well team member Andrew Hakesley ahead of his 1,000-mile cycle ride from Land’s End to John o’Groats in aid…",happiness
RT @Twitter-handle: URL dancing to ATEEZ's The Real at their USA Concert Tour! #ATEEZ #에이티즈 @Twitter-handle: URL,happiness
@Twitter-handle: DMd you,neutral
RT @Twitter-handle: This is INSANEEEEE 😂 #Respectfully URL,surprise
RT @Twitter-handle: @Twitter-handle: Motorcyle on fire on Nashville Rd in front of Lost River Pizza Co.,fear
RT @Twitter-handle: You have to watch Marcel the Shell with Shoes on. It will change your life. 💗,happiness
All I know is that my next partner should be a tatted hun 😍 ❤️ URL,happiness
@Twitter-handle: Did nothing illegal. No charges Broke laws. Charges,anger
@Twitter-handle: Beautiful Dj Blue Aiva🎧💙💙💎💎 BLUE AIVA THE TREND SETTER BLUE AIVA OUR FOCUS #JuneforBlueAiva #BlueAiva,neutral
[230609 #NI_KI 🐥 WEVERSE POST] 🐥: 😇 #ENHYPEN #DARKBLOOD URL,neutral
RT @Twitter-handle: im crying. i actually am. URL,sadness
RT @Twitter-handle: A horrible person. That’s what she is.,disgust
Check out this article: Djibouti Opposition Face Repression as Official Remains in Custody - URL,neutral
"@Twitter-handle: ""Venue squabbles"", Mr. Tribe?",neutral
RT @Twitter-handle: Oh THATS OLDER SISTER URL,neutral
RT @Twitter-handle: minimal words maximum damage URL,neutral
RT @Twitter-handle: Anime hot body plus melanin beauty URL,neutral
RT @Twitter-handle: Khona into eWeird ngempilo these days.,disgust
@Twitter-handle: I hate Dame so much😂,anger
"Oh shoot, I missed lunch. 😅😁😬🎶🎶 Duran Duran - Hungry like the Wolf (Official Music Video) URL",neutral
@Twitter-handle: I can't really embed videos idk why twt is being stupid but I have one 😼😼,neutral
RT @Twitter-handle: ‘never let them know your next move’ URL,neutral
RT @Twitter-handle: WWE not giving her the briefcase and making “Ms. Money in the Banks” shirts is one of the biggest marketing fumbles I’ve seen.…,anger
RT @Twitter-handle: that is what matters URL,neutral
"RT @Twitter-handle: Just saying! Ak,BP,Ar,Mimi r alive today is bcz of Abhi, Goenka sisters got saved from going to jail for hit&amp;run case is…",anger
I wanna be a spicy nugget.,neutral
Healing my masculine wounds. ❤️‍🩹 I want to be in my “soft girl” era.,neutral
RT @Twitter-handle: Anything involving Bunny tbh URL,neutral
RT @Twitter-handle: took my own real life reference pic for this at mcm🫡💕#ourflagmeansdeathfanart #sprizzy #ofmd URL,neutral
RT @Twitter-handle: (waiting with bated breath) what’s popping girl haha URL,surprise
"@Twitter-handle: He’s failed since young player of the year twice in rolling seasons, done nothing since. If he carried on… URL",anger
"RT @Twitter-handle: @Twitter-handle: David, I'll explain what MAGA's problem is. They took a criminal, elected him President, then afterwards mad…",anger
@Twitter-handle: @Twitter-handle: @Twitter-handle: This is sad 😞,sadness
"RT @Twitter-handle: “Put a ribbon on me, I been actin brand new” 🎀 #ReginaeCarter URL",neutral
"RT @Twitter-handle: San Diego County's Official Homeless Count Rises 22% to 10,264 URL via @Twitter-handle:",sadness
RT @Twitter-handle: Handsome Kirin and Dragon :) ft. @Twitter-handle: ✂️ @Twitter-handle: 📷 @Twitter-handle: #FursuitFriday #KCDragon #KrescentDragon #Drago…,neutral
RT @Twitter-handle: Big Drama! Senior Sources claims that he approached Zardari to accept him in PPP; then he went to Baharia Town Bilawal H…,anger
Lucky URL,neutral
"RT @Twitter-handle: No context, no problem. 😎 Don't miss the big premiere of #TheBigD, June 14 on @Twitter-handle: 🙌 URL",neutral
@Twitter-handle: @Twitter-handle: @Twitter-handle: Sure.. URL,neutral
@Twitter-handle: It’s because we the teachers would lose our sanity 😂,happiness
RT @Twitter-handle: Clinton gets impeached for lying about a sexual encounter. Republicans scream… “Lock him up!!” Trump is indicted or abo…,anger
RT @Twitter-handle: The list of people that Boris Johnson has doled out honours to is the best case ever for the abolition of the Prime Mini…,anger
@Twitter-handle: Gm Lou!,happiness
RT @Twitter-handle: if i was on an mnet show i would wear a chain tht has a huge digital clock as its pendant so that people can see that the clip…,neutral
RT @Twitter-handle: @Twitter-handle: @Twitter-handle: @Twitter-handle: You probably know a guy don’t you Coach. 🤷‍♂️🤷‍♂️🦆⚾️➡️🏈,neutral
RT @Twitter-handle: Where TF she get that plate from 😳😩😭 URL,surprise
RT @Twitter-handle: There is nothing political about Trump being indicted. You wanted to “lock up” Hillary Clinton over accessing emails fro…,anger
RT @Twitter-handle: ⏰ 13:00 🇹🇭 Ticket giveaway at the event ⏰around 18:00 🇹🇭 Mew arrived at the event @Twitter-handle: #มิวศุภศิษฏ์ #MewSupp…,happiness
@Twitter-handle: The rat,disgust
you got porn parody looks as your pinned and you’re trying to come for CERTIFIED fashion girls?? go back to whateve… URL,anger
RT @Twitter-handle: Always worth reminding people that you don’t actually HAVE to call them “Sir…” or “Lord..” because we don’t actually live…,anger
Don’t mind them. URL,neutral
"RT @Twitter-handle: @Twitter-handle: The woman on this app are known hypocrites. They turn into Ray Charles when a woman is a “predator”, but go all…",anger
RT @Twitter-handle: This country is rotten to the core,anger
RT @Twitter-handle: I NEED A PHOTO WITH AFRAM SITTING NEXT TO EACH OTHER NOLUUUUUUUR #YALIÇAPKINI #AFRAM URL,neutral
RT @Twitter-handle: The report on Emerging Jurisprudence on the Mandate of the Central Bank of Kenya can be downloaded at URL,neutral
Have you eaten at this Chinese restaurant yet? It's one of the highest rated in Aiken! Let me help with all your r… URL,neutral
@Twitter-handle: @Twitter-handle: What ideas does Trump have? Republicans literally don’t even put out a platform anymore haha,anger
RT @Twitter-handle: We are so pleased that our pure FPGA market data solutions are being recognized.,happiness
RT @Twitter-handle: I’ve got feathers in my hair I get high on hydroponic weed URL,neutral
RT @Twitter-handle: #DutyAfterSchool AU ! Enemies to Lovers — Kwon Ilha &amp; No Aeseol ; Lovers don't finally meet somewhere. They're in each othe…,neutral
@Twitter-handle: Yay! Congratulations!,happiness
"@Twitter-handle: @Twitter-handle: Don't know, I wasn't there, but based on precedent they are presumptively declassified. If th… URL",neutral
@Twitter-handle: I girl can dream!😂,happiness
RT @Twitter-handle: The point guard market will take center stage this summer. A first stab @Twitter-handle: untangling the Chris Paul web in Pho…,neutral
RT @Twitter-handle: 🌞 @Twitter-handle: leverages decentralized solar energy and software that utilizes blockchain technology 🤯 🤑 $100k in $CLA rewar…,surprise
Exactly URL,neutral
Ommunism...? URL,neutral
"@Twitter-handle: I’d bag that and tag that any day of the week, Megan. 🌹",happiness
RT @Twitter-handle: I painted the lesbian sky! URL,neutral
"RT @Twitter-handle: I’m calling on Mr Pathetic @Twitter-handle: to do something. Anything. 🤬 You begged for the job, sellout 🤬 #BidenCrimeFamil…",anger
"RT @Twitter-handle: I need a hug, a long, tight one. URL",sadness
RT @Twitter-handle: Also received metro east all conference honorable mention,neutral
@Twitter-handle: @Twitter-handle: Absolutely!!,neutral
RT @Twitter-handle: I like how the beautiful fire babe's first reaction to a small child trying to rizz her is stating she doesn't believe in m…,anger
@Twitter-handle: I’m in,neutral
RT @Twitter-handle: XUR IS HERE TO RUIN PVP... #destiny2 #bungie #destinythegame #destinynews #luckyy10p URL,neutral
@Twitter-handle: You wouldn’t want him to get a ticket would you?,fear
Looking for project sponsors who want to be highlighted for holding rumbles 👀 A great way to market your product… URL,neutral
RT @Twitter-handle: todays the day akechi thinking morganas voice belongs joker and shoots his shot joker knowing since the very first day…,neutral
"@Twitter-handle: Honestly, it seems like TikTok has lots of people who have money to spare. 😂🤷🏾‍♀️ Check it out.",happiness
RT @Twitter-handle: It’s all about the posture 😂😂 URL,happiness
RT @Twitter-handle: BREAKING: Undercover video of Nancy Pelosi’s daughter Alexandra discussing J6 where they discuss how: -J6ers can’t get fair…,anger
“It ain’t nun to cut that bitch off”-K camp Wiser words have never been said!,neutral
"RT @Twitter-handle: Shoaib Jamai who wanted to make Bharat an Akhand Islamic Country thrashed by Subuhi Khan on Live TV ,Gazzab Live Beizzati.…",anger
"RT @Twitter-handle: I'm giving away another $1,000 in stocks today!",happiness
@Twitter-handle: Let's go 👏🏼🔥,happiness
"@Twitter-handle: Wow, Beautiful~!",happiness
@Twitter-handle: Tweet or Retweeted ka to bat de Plz?????❤️🇵🇰,neutral
Bruh. URL,neutral
RT @Twitter-handle: @Twitter-handle: presented the #budget23_24 today; he has offered two perks to Overseas #Pakistanis 1) Zero tax on remittan…,neutral
RT @Twitter-handle: 🔥50$ STREAM GIVEAWAY🔥 💰500$ Start on @Twitter-handle: 💰650$ Coins on @Twitter-handle: and chat spends my balance 💰300$ Start o…,neutral
"RT @Twitter-handle: We reached day 6 of the subathon, so I’ve decided to give away another ultimate #DiabloIV key! ❤️, RT and follow to ente…",happiness
RT @Twitter-handle: I really needed to add Spider Lux URL,neutral
RT @Twitter-handle: The day of my bottom surgery. My life changed in 2019 when my doctors told me that the best way to go is to get my genit…,happiness
RT @Twitter-handle: What did you expect when the bag is literally R68? 🕴🏾,disgust
RT @Twitter-handle: @Twitter-handle: Happy release day mate!!!,happiness
RT @Twitter-handle: Background: Seddon also aided conservative activists with “a planned sting operation in 2018 against Trump’s national secu…,anger
Toddlers and babies in serious adult clothes &gt;&gt;&gt;&gt;. Ever seen a baby in wrapper and a red cap ? 😂😂😂 URL,surprise
RT @Twitter-handle: UPDATE: Special Counsel Jack Smith will be speaking from @Twitter-handle: HQ at 3.00 PM ET,neutral
How is your team creating new cultures? URL,neutral
i hate hiccups sm i hate them i get them like 5+ times daily 😭😭😭,anger
RT @Twitter-handle: Only OGs can remember URL,neutral
"@Twitter-handle: The @Twitter-handle: is not ban in india. But it should be, as I suffer from alot issues and concern. And mo… URL",anger
RT @Twitter-handle: Announcement: The story of Kimi ni Todoke continues in this sequel starring Sawako and her former rival Kurumi in college. Ki…,neutral
